id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20171018,Comfortable convenient Williamsburg bedroom!,50688724,S.A.,Brooklyn,Williamsburg,40.70639,-73.95552,Private room,55.0,3,58,2019-06-10,2.5,2,298
28983189,PrivateRoom1/LGA&JFK&Citi field&法拉盛/BustoManhattan,164719010,Babie,Queens,Whitestone,40.78073,-73.8193,Private room,39.0,1,44,2019-07-07,4.93,3,89
26785149,Bright Spacious Private room in Brooklyn Chinatown,201403610,青明,Brooklyn,Sunset Park,40.641,-74.00925,Private room,65.0,2,12,2019-06-10,1.02,5,262
30445028,Midtown Priv. Lux.Room in a Penthouse (only girls),172586583,Miriam,Manhattan,Chelsea,40.74772,-73.99146,Private room,110.0,3,6,2019-06-28,0.84,1,12
13453023,"King Bed, Super Host, Near Central/Riverside Parks",17848380,Yi Qun,Manhattan,Upper West Side,40.79875,-73.97128,Private room,120.0,1,19,2019-05-10,0.57,3,360
28313344,"Private bedroom in historic Harlem, NY.",15439251,Willy,Manhattan,Harlem,40.8224,-73.94241,Private room,70.0,2,14,2019-05-15,1.4,4,238
9609049,Modern Apt in Williamsburg-roofdeck,2816129,Anne-Laure,Brooklyn,Greenpoint,40.71984,-73.95386,Entire home/apt,200.0,4,25,2019-05-26,0.58,1,6
26385006,Harlem Historian/Musician near Columbia Room 2,6088893,Karen,Manhattan,Harlem,40.81932,-73.95765,Private room,55.0,3,4,2019-01-01,0.36,1,21
30737182,Central Park Charming Home,197082458,Luisa,Manhattan,Upper West Side,40.7773,-73.97736,Entire home/apt,350.0,2,9,2019-06-23,1.32,1,286
23131155,Newly Renovated Mins from JFK & LGA,45735959,Rose,Queens,St. Albans,40.70828,-73.75276,Entire home/apt,120.0,3,59,2019-05-26,3.49,1,52
19553123,Rainbow 2,4176842,Novi,Queens,Rego Park,40.72885,-73.86759,Entire home/apt,49.0,7,23,2019-07-04,0.96,1,22
17587000,Private bedroom 8 mins-JFK&The Mall,55125246,Yvonne,Queens,Jamaica,40.68638,-73.79007,Private room,65.0,1,347,2019-07-06,13.48,3,159
33075770,Private room in Lower East Side,4221836,Rebekah,Manhattan,Lower East Side,40.71887,-73.99256,Private room,95.0,5,7,2019-06-13,2.28,1,118
31037859,2 BEDROOM/3BED APT/TIME SQUARE/HELLS KITCHEN,37986167,Scott,Manhattan,Hell's Kitchen,40.76558,-73.98787,Entire home/apt,135.0,3,28,2019-07-04,4.24,2,141
15192362,"Cozy private room, close to transportation",96335626,Josefina,Queens,Woodhaven,40.6922,-73.864,Private room,43.0,3,69,2019-05-21,2.08,1,283
31916725,EMPIRE ST VIEW>Luxury 3BR 2BA BALCONY High fl>Gym,129079212,Dana,Manhattan,Midtown,40.74829,-73.98326,Entire home/apt,799.0,5,3,2019-06-04,1.73,1,346
4110645,Art deco apartment in Brooklyn,21327210,David,Brooklyn,Bay Ridge,40.63745,-74.02534,Private room,85.0,2,45,2019-06-22,0.77,2,90
2083749,STYLISH NYC OASIS NEAR CENTRAL PARK,10643341,Rt,Manhattan,Upper West Side,40.80033,-73.96509,Entire home/apt,150.0,90,54,2019-01-10,0.86,1,153
35608098,Spacious room with balcony near downtown Manhattan,267886811,Stu,Manhattan,Washington Heights,40.8462,-73.93498,Private room,80.0,3,1,2019-06-30,1.0,1,112
31121946,Private House next to JFK,90169214,Victor,Queens,Ozone Park,40.68695,-73.84101,Entire home/apt,188.0,2,5,2019-06-23,0.99,1,344
21680413,XL Private Room In Brooklyn,4934112,Liane,Brooklyn,Crown Heights,40.66451,-73.93237,Private room,46.0,1,49,2019-05-25,2.51,1,81
30528551,Luxury penthouse,225620845,Maria,Brooklyn,Sheepshead Bay,40.58527,-73.95741,Entire home/apt,400.0,3,2,2019-04-25,0.32,3,363
30314761,Spacious & cozy room/30 min to Manhattan by train,129158371,Sofiya,Brooklyn,Midwood,40.6188,-73.95417,Private room,54.0,2,3,2019-06-01,0.48,1,64
33548209,"Large, Bright, Full Home in Greenpoint w/ Backyard",252790183,Shelley,Brooklyn,Greenpoint,40.73279,-73.954,Entire home/apt,240.0,2,1,2019-04-28,0.42,1,7
33138268,"Absolutely stunning 3bed 1ba, Thank me later!",249495371,Shayaa,Brooklyn,Bushwick,40.69269,-73.92178,Entire home/apt,201.0,1,24,2019-07-04,7.58,1,296
31286946,Spacious large bedroom room,88484548,Margaret,Queens,Queens Village,40.70685,-73.73583,Private room,70.0,2,1,2019-01-21,0.18,1,0
16636214,Private basement bedroom with queen bed,109908957,Natalia & Gustavo,Brooklyn,East Flatbush,40.64798,-73.94492,Private room,50.0,7,7,2019-05-18,0.23,2,348
26160236,Beautiful Exposed Brick Williamsburg 2 bedroom,8871034,Sarah,Brooklyn,Williamsburg,40.71002,-73.96333,Entire home/apt,175.0,5,21,2019-04-14,1.72,1,0
34478718,Luxury Sky Loft: 2 Bedroom/ 2 Baths on Madison Ave,257642062,Michel,Manhattan,Midtown,40.76094,-73.97318,Entire home/apt,599.0,5,4,2019-07-06,4.0,1,135
33853158,2 bedroom on the Brighton Beach by  the ocean,73397630,Anastasia,Brooklyn,Brighton Beach,40.57859,-73.95962,Entire home/apt,160.0,2,1,2019-04-29,0.42,1,102
30279712,Cozy 1 bedroom apt in Brooklyn,225367154,Maurice,Brooklyn,East Flatbush,40.65265,-73.91233,Entire home/apt,91.0,2,13,2019-06-30,2.52,1,305
18916610,Brooklyn Precious Gem,126176275,Audrey,Brooklyn,East Flatbush,40.63683,-73.93123,Private room,44.0,4,24,2019-06-23,1.07,4,87
22717766,The heart of Brooklyn,158461160,Sophia,Brooklyn,Bedford-Stuyvesant,40.68094,-73.9462,Entire home/apt,58.0,30,4,2019-05-15,0.26,6,220
27700795,Apartment in the Heart of Manhattan,50183471,Meryl,Manhattan,Hell's Kitchen,40.75597,-73.9955,Entire home/apt,,14,15,2019-07-01,1.8,1,0
23053597,Private room with visit to queens # 6,158540605,Sonia,Queens,Glendale,40.69946,-73.89079,Private room,35.0,1,89,2019-06-29,5.31,6,256
15550900,Bright large Williamsburg 1 bed apartment,6521189,Paul,Brooklyn,Williamsburg,40.70953,-73.96445,Entire home/apt,190.0,5,18,2019-05-29,0.57,1,5
27362458,Prime Location of Flushing Queens 豪华卧室 旅途中的家 G,63312104,Max,Queens,Flushing,40.74766,-73.81942,Private room,60.0,1,38,2019-06-23,3.52,6,363
33955057,Splendid 1 bdrm in West Village NYC,4189194,Sandra,Manhattan,West Village,40.73286,-74.00463,Entire home/apt,160.0,3,3,2019-06-07,1.88,1,2
33216624,Magical Brooklyn Space *20 MIN to Manhattan!*,201407513,Norma-Jean,Brooklyn,Bedford-Stuyvesant,40.67922,-73.90953,Private room,41.0,1,6,2019-06-24,1.86,2,79
15832372,Big bright room in fantastic location,10398617,Nathan,Brooklyn,Williamsburg,40.7121,-73.95892,Private room,70.0,2,19,2019-04-24,0.6,1,19
28424657,Nice Room,214586580,Tina,Queens,Astoria,40.7708,-73.92686,Private room,55.0,30,19,2019-01-08,1.92,1,184
21266533,Large Studio/7 Guests,8857758,Cleonides,Queens,Maspeth,40.73007,-73.89766,Entire home/apt,89.0,3,27,2019-06-29,1.28,2,143
14064701,"Courtyard duplex with piano, E Village / Union Sq",84441066,Elizabeth,Manhattan,East Village,40.73038,-73.98458,Private room,170.0,5,22,2019-06-19,0.61,1,143
29117381,"Queen bed behind living room curtain, cheap, good",15872352,Sifan,Queens,Rego Park,40.73095,-73.86411,Shared room,40.0,1,25,2019-07-03,2.9,2,78
5502282,Great Room in Williamsburg (uriel),3398752,Alessandra,Brooklyn,Williamsburg,40.71074,-73.95429,Private room,95.0,2,186,2019-06-22,3.75,2,62
19488192,Designer Light Filled Aptartment in Williamsburg,17048787,Juliana,Brooklyn,Williamsburg,40.71619,-73.96126,Private room,80.0,3,5,2019-01-06,0.36,1,13
2069359,New 1BR + 1BA with Private Entrance,347642,Jullien,Brooklyn,Bedford-Stuyvesant,40.67828,-73.92965,Private room,80.0,3,130,2019-06-10,2.0,3,220
31474100,"Big window, good lighting, computer and speaker!",9475918,Joanne,Brooklyn,Bedford-Stuyvesant,40.69306,-73.94565,Private room,39.0,1,1,2019-02-26,0.22,1,0
31039784,TWO BIG Rooms - a Park Slope Oasis,15942513,Tom,Brooklyn,South Slope,40.66617,-73.98862,Private room,90.0,2,15,2019-06-18,2.34,1,91
31099515,Super Deluxe Private Room near LGA (Room #02),155691570,Mili,Queens,East Elmhurst,40.76577,-73.87131,Private room,35.0,1,56,2019-07-03,9.08,5,89
25380780,Taste of  the Old World,48499240,Walter,Manhattan,Harlem,40.81215,-73.95129,Private room,150.0,2,15,2019-05-21,1.25,1,57
21263120,Luxury studio,44295724,Darien,Manhattan,Harlem,40.81875,-73.94467,Entire home/apt,200.0,3,25,2019-06-18,1.8,1,0
9767864,Owl's Landing- The Loft,50068597,Alex,Staten Island,Tompkinsville,40.63661,-74.07868,Private room,40.0,2,157,2019-07-01,3.67,3,324
23979650,Charming Bedroom in Luxury Highrise w/ Gym & Sauna,50698186,Tsilala,Manhattan,Financial District,40.70851,-74.0137,Private room,80.0,2,4,2019-01-02,0.27,1,0
4250746,Newly-Renovated 2BR/1BTH Garden Apt,22057975,Kevin,Brooklyn,Bushwick,40.69271,-73.92535,Entire home/apt,140.0,4,120,2019-06-10,2.09,1,100
8293281,GREAT LOCATION QUIET BKLYN STREET,634004,Chris,Brooklyn,Prospect Heights,40.67835,-73.97074,Entire home/apt,125.0,2,80,2019-06-24,2.83,1,105
29081056,Cozy & Large NYC Private Suite!,48954003,Bradley,Bronx,Olinville,40.88453,-73.86273,Private room,80.0,2,20,2019-05-03,2.2,1,188
21272115,Visit the Big Apple! Mini-MOMA. Enjoy all of NYC!,68557372,Shannon,Manhattan,Harlem,40.80674,-73.95337,Private room,75.0,1,60,2019-06-27,3.25,2,182
31205829,Bedroom in Bushwick!,6403404,Lisa,Brooklyn,Bushwick,40.69984,-73.92163,Private room,40.0,2,14,2019-06-25,2.28,1,54
5885542,SUNNY ROOM 1 IN CHARMING AREA :),4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69292,-73.96151,Private room,95.0,30,43,2019-02-23,0.84,11,312
31772802,A3 Excellent Budget Private Room,215577249,Charlie And Selena,Brooklyn,Bushwick,40.6918,-73.90414,Private room,,2,21,2019-05-22,3.84,8,321
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257,Olan,Manhattan,West Village,40.74,-74.00381,Private room,130.0,30,80,2019-04-26,0.86,2,332
35231663,Room in a Luxury Apartment + Gym + AC + Laundry,14332697,Guillard,Brooklyn,Bushwick,40.70078,-73.92803,Private room,89.0,6,1,2019-06-14,1.0,1,27
28525440,Art & Expression Inn,202823080,Marissa,Brooklyn,Bushwick,40.69939,-73.9158,Private room,43.0,3,5,2019-04-03,0.68,1,179
8764617,Bedroom avail in Bowery neighborhod,29896455,Josh,Manhattan,Chinatown,40.7182,-73.99562,Private room,63.0,1,52,2019-06-15,1.14,2,276
14295885,WONDERFUL BED ROOM 10 MINS FROM JFK,74331597,Nickesha,Queens,St. Albans,40.686,-73.7691,Private room,59.0,2,4,2019-06-28,0.29,5,180
22034112,Cozy Harlem Studio,38959084,Alvaro Luis,Manhattan,East Harlem,40.80589,-73.9414,Entire home/apt,200.0,4,6,2019-01-01,0.33,1,0
4187387,Beautiful Studio in posh Upper East,20289059,Cristina,Manhattan,Upper East Side,40.7661,-73.9573,Entire home/apt,139.0,2,160,2019-06-27,2.76,1,248
1782079,LOFT Private Room - MOVIE THEATER/GYM/LAUNDRY/ROOF,226697,Adriana,Brooklyn,Bedford-Stuyvesant,40.69009,-73.95314,Private room,55.0,10,20,2019-05-20,0.29,1,184
26383523,Bright Artist's Loft on the Lower East Side,18252465,Liza,Manhattan,Lower East Side,40.71452,-73.98201,Entire home/apt,225.0,4,2,2019-01-02,0.29,1,0
21851700,Perfect Manhattan Studio Apartment - Quiet Street,15907782,Chelsea,Manhattan,Chelsea,40.74031,-73.9986,Entire home/apt,150.0,3,9,2019-04-30,0.48,1,13
5144689,Harlem Style Spacious and Sunny,26597048,M. Elizabeth,Manhattan,Harlem,40.80516,-73.94299,Entire home/apt,117.0,3,126,2019-07-05,3.91,2,66
5133942,"Sunny 1000 sqft, heart of Crown Hts",7088204,Genesis,Brooklyn,Crown Heights,40.67131,-73.94979,Entire home/apt,150.0,5,8,2019-05-20,0.36,1,118
8126777,Sunlit Oasis in WILLIAMSBURG BK (2 Bedrooms),41059169,Alex,Brooklyn,Williamsburg,40.7124,-73.96314,Entire home/apt,90.0,3,17,2019-07-01,0.36,3,77
2377514,Sophisticated Harlem True 2BR NYC,12145783,Enid,Manhattan,East Harlem,40.80021,-73.94142,Entire home/apt,195.0,4,137,2019-07-01,2.13,2,233
34392437,"Quiet, Convenient 1-Bedroom in Morningside Heights",259447786,Jacob,Manhattan,Morningside Heights,40.80735,-73.95938,Entire home/apt,150.0,2,4,2019-06-23,2.55,1,101
31582797,Modern & Spacious Brownstone Apartment,2903063,Ana,Brooklyn,Bedford-Stuyvesant,40.68878,-73.94103,Entire home/apt,149.0,2,24,2019-07-07,4.8,1,194
30312515,"Private, spacious 1bd/1bth Manhattan Apartment",227648437,Carson,Manhattan,Washington Heights,40.84556,-73.94025,Entire home/apt,150.0,6,1,2019-01-03,0.16,1,258
22689214,A ROOM DESIGNED JUST FOR YOU,72392039,Stephanie,Brooklyn,Bedford-Stuyvesant,40.68337,-73.93057,Private room,55.0,2,9,2019-04-04,0.8,1,319
1631845,1 bedroom apartment in NYC,1232988,Matthew,Manhattan,Lower East Side,40.71915,-73.99309,Entire home/apt,150.0,3,19,2019-06-16,0.27,1,9
21893604,Private Bedroom in West Village/Chelsea,1144452,Dante,Manhattan,Chelsea,40.74045,-74.00047,Private room,12.0,3,8,2019-06-07,0.59,1,37
28990673,Bright and large room in the heart of Williamsburg,218511630,Carlos,Brooklyn,Williamsburg,40.71485,-73.95324,Private room,75.0,1,13,2019-02-15,1.41,3,0
34402760,Midtown East Amazing 2BR Prime Area,256569979,Candice,Manhattan,Upper East Side,40.76163,-73.96523,Entire home/apt,149.0,30,1,2019-05-28,0.71,1,0
10482554,Interfaith Retreat Guest Rooms (Mary),16677326,Alex And Zeena,Manhattan,Chelsea,40.74973,-73.99515,Private room,85.0,1,162,2019-05-22,3.91,12,344
18016642,Spacious apartment in the heart of Brooklyn,103995602,Flo,Brooklyn,Brownsville,40.65935,-73.90279,Entire home/apt,89.0,2,102,2019-06-20,3.75,1,70
12813206,Sunny Apartment Across from Sunset Park,7609268,Zoey,Brooklyn,Sunset Park,40.65038,-74.00551,Entire home/apt,99.0,3,25,2019-06-30,0.73,1,12
19197983,Beautiful Apartment with Manhattan view.,14249332,Joseph,Queens,Astoria,40.77705,-73.93443,Private room,69.0,1,68,2019-06-22,2.72,1,51
9093219,Serenity Space,47411697,Marie,Manhattan,Harlem,40.81185,-73.94579,Private room,90.0,2,67,2019-06-22,1.54,1,211
35167097,Big Room w Private Entrance in Bohemian Art Loft,220574429,Juliana,Manhattan,Flatiron District,40.74421,-73.99093,Private room,125.0,21,1,2019-06-01,0.79,3,70
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55.0,2,247,2019-06-21,2.51,2,275
6287961,East Village Oasis,4405241,Guy,Manhattan,East Village,40.73112,-73.98364,Entire home/apt,230.0,6,6,2019-02-18,0.13,1,0
1392330,"Verna's Brownstone Suite (no stove, no gatherings)",5959653,Verna,Brooklyn,Bedford-Stuyvesant,40.68695,-73.92364,Entire home/apt,120.0,1,226,2019-07-04,3.22,2,274
13724284,"LARGE APT-lovely, comfortable in vibrant Brooklyn!",9243105,Sam & Emily,Brooklyn,Prospect-Lefferts Gardens,40.65727,-73.9601,Entire home/apt,115.0,1,227,2019-07-07,6.23,1,294
21859658,"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",3094754,Numi,Brooklyn,Sunset Park,40.65602,-74.00509,Entire home/apt,259.0,2,25,2019-06-17,1.3,2,355
30062344,Peaceful Greenpoint  sanctuary,49290775,Wira,Brooklyn,Greenpoint,40.73561,-73.95873,Entire home/apt,150.0,3,3,2019-04-13,0.48,1,42
3061995,Explore NYC - 1 Stop to Manhattan!,6653718,Kara Ayn,Queens,Long Island City,40.74902,-73.94066,Private room,70.0,3,145,2019-06-23,2.33,1,32
17600777,Spacious room in front of prospect park,100106209,Emmie,Brooklyn,Prospect-Lefferts Gardens,40.66042,-73.96234,Private room,160.0,1,45,2019-05-19,1.62,2,303
28354720,Oversized Studio right in the heart of Kips Bay,6744445,Steph,Manhattan,Kips Bay,40.7436,-73.98122,Entire home/apt,165.0,1,4,2019-01-01,0.42,1,0
29660984,charming Bedroom in a quite neighborhood,221751961,Maya,Staten Island,Oakwood,40.56028,-74.10678,Private room,,1,4,2019-01-19,0.51,1,0
21564733,Private 2 Bdrm in Heart of BedStuy (HUGE BACKYARD),73856823,Sarah,Brooklyn,Bedford-Stuyvesant,40.69258,-73.94063,Entire home/apt,200.0,3,4,2019-05-01,0.34,1,0
12973819,"Huge 1BR 5 min to Park, Train",71402091,Jeff,Brooklyn,Flatbush,40.65421,-73.95945,Entire home/apt,90.0,4,7,2019-04-23,0.18,1,0
32867399,Amazing location 10min to the city,247189581,Helena,Brooklyn,Fort Greene,40.6865,-73.9729,Shared room,,2,3,2019-05-19,0.81,5,31
20284068,Crown Heights Apartment,32905351,Meredith,Brooklyn,Crown Heights,40.67423,-73.95737,Entire home/apt,110.0,2,31,2019-04-25,1.36,1,4
35617075,Fantastic 2BRM - 2 Minute Walk to Times Square,266925045,Ivana,Manhattan,Hell's Kitchen,40.7607,-73.99033,Entire home/apt,320.0,3,3,2019-07-01,3.0,1,160
7363109,Manhattan Getaway - LES,34834676,Loreta,Manhattan,Lower East Side,40.71729,-73.98442,Entire home/apt,189.0,5,21,2019-06-17,0.47,1,239
10012292,"Entire 2 bedroom in Williamsburg, Brooklyn!",51422606,Kensey,Brooklyn,Williamsburg,40.71237,-73.93929,Entire home/apt,96.0,2,17,2019-01-02,0.4,1,0
32225188,Sonder | Stock Exchange | Private 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70644,-74.01214,Entire home/apt,231.0,2,7,2019-05-13,1.69,327,347
35710697,Prime East Village *Sunny & Spacious* 2BR Flat,268614079,Andrew,Manhattan,East Village,40.72513,-73.9839,Entire home/apt,315.0,5,2,2019-07-01,2.0,1,160
30513862,Romantic New York City Get-Away,142642693,Bijan,Manhattan,Harlem,40.80861,-73.95451,Entire home/apt,95.0,2,24,2019-05-13,3.79,1,0
2524228,Nice room Convenient to Manhattan B,8288419,Jason,Brooklyn,Borough Park,40.64447,-73.99574,Private room,49.0,1,96,2019-06-12,1.51,4,120
34719445,Beautiful Maison In the Heart of MANHATTAN,221213143,David,Manhattan,Kips Bay,40.74125,-73.98297,Entire home/apt,460.0,1,2,2019-07-03,1.33,9,287
29592523,"Luxury Studio, one block from Central Park",16398038,Valeria,Manhattan,Upper West Side,40.79306,-73.9676,Entire home/apt,260.0,5,2,2019-06-04,0.24,1,145
28720687,"BP DORM STYLE SHARED ROOM, BIG BEAUTIFUL HOME+WIFI",213208277,Darry,Brooklyn,Borough Park,40.64214,-73.99237,Shared room,31.0,5,7,2019-06-29,0.78,8,365
1213991,Private 2 bedroom Midtown Manhattan,6626827,Steve,Manhattan,Hell's Kitchen,40.76247,-73.99294,Private room,240.0,4,77,2019-06-19,1.81,1,21
18488833,Sunny Parlor Apt in Flatbush Townhouse (furnished),10285950,Christina,Brooklyn,Flatbush,40.64493,-73.95488,Entire home/apt,85.0,6,14,2019-03-24,0.53,3,339
7059663,WALk 2MOMACENTRAL PARK 1bedroomliving roomQtrain,29204097,Jason,Manhattan,Upper East Side,40.77516,-73.95224,Entire home/apt,160.0,1,18,2019-06-23,0.95,1,180
3779262,BKLYN BROWNSTONE: The Stuyvesant,19382874,Anthony/Joanne,Brooklyn,Bedford-Stuyvesant,40.6825,-73.92519,Entire home/apt,130.0,3,135,2019-05-28,2.27,2,206
1129483,Unique 1BR in energetic E. Village,6196141,Brian,Manhattan,East Village,40.72271,-73.98478,Entire home/apt,199.0,3,42,2019-06-15,0.63,1,330
25236786,Ensuite Private bath with Comfortable bed,62533391,Yvonne,Brooklyn,Borough Park,40.63404,-74.0072,Private room,60.0,1,20,2019-06-04,1.52,7,177
30514000,"Cozy, quite, clean place to feel like home",160778490,Batka,Manhattan,Inwood,40.86565,-73.92486,Private room,40.0,2,3,2019-06-01,0.42,1,19
27544396,1 bedroom apt. in the heart of Upper West Side,111587063,Kirill,Manhattan,Upper West Side,40.79291,-73.97599,Entire home/apt,295.0,2,24,2019-07-01,2.28,1,70
28911924,Charming Times Square Midtown One Bedroom!,40245658,Alexa,Manhattan,,40.7617,-73.98882,Private room,85.0,2,34,2019-06-09,4.47,3,103
29943700,Cozy One Bedroom in the Heart of Fort Greene,17871320,Carly,Brooklyn,Fort Greene,40.68701,-73.97457,Entire home/apt,150.0,3,16,2019-07-07,2.26,1,66
25215547,"Beautiful & Comfy Room, Same Street As The Subway!",153500245,Isabela,Brooklyn,Bedford-Stuyvesant,40.6791,-73.9096,Private room,85.0,1,81,2019-06-23,6.06,2,233
29038532,Cozy Nest in the heart of Williamsburg Brooklyn,182306283,Noriko,Brooklyn,Williamsburg,40.71193,-73.95122,Entire home/apt,120.0,2,40,2019-06-28,4.88,1,13
20529760,Excellent Double Room,1526757,Lay,Brooklyn,Bedford-Stuyvesant,40.68609,-73.9448,Private room,70.0,2,45,2019-06-21,1.96,3,350
32611977,Mi casa es tu casa! Cozy & comfortable!,245160359,Arnol,Bronx,Belmont,40.85505,-73.89238,Private room,40.0,2,28,2019-07-06,6.72,1,84
13020422,Luxury 1BR Apartment with Washer & Dryer,4909923,Joel,Brooklyn,Williamsburg,40.71293,-73.9603,Entire home/apt,195.0,3,54,2019-06-26,1.42,1,97
